Customer_id,Age,Gender,ProductCategory,PurchaseAmount,PurchaseDate
5506,66,Male,Home Goods,158.81,2024-11-04
5507,50,Prefer Not to say,Electronics,80.72,2024-01-29
5508,29,Prefer Not to say,Apparel,204.81,2024-11-07
5509,63,Female,Electronics,298.99,2024-05-27
5510,62,Male,Electronics,149.7,2024-11-30
5511,44,Female,Food & Beverage,211.39,2024-01-03
5512,51,Male,Home Goods,276.92,2024-07-19
5513,26,Prefer Not to say,Electronics,35.26,2024-11-10
5514,68,Prefer Not to say,Electronics,103.58,2024-02-05
5515,35,Prefer Not to say,Home Goods,442.11,2024-04-14
5516,28,Prefer Not to say,Home Goods,148.32,2024-10-28
5517,42,Male,Food & Beverage,474.35,2024-04-15
5518,27,Female,Apparel,89.75,2024-07-20
5519,26,Prefer Not to say,Home Goods,140.42,2024-06-11
5520,61,Female,Food & Beverage,438.82,2024-04-05
5521,47,Female,Electronics,438.78,2024-02-03
5522,18,Female,Home Goods,37.83,2024-07-23
5523,49,Female,Electronics,77.15,2024-08-20
5524,66,Male,Books,192.89,2024-07-13
5525,48,Female,Home Goods,484.4,2024-08-11
5526,63,Male,Electronics,10.64,2024-11-19
5527,45,Prefer Not to say,Books,373.8,2024-08-31
5528,49,Male,Books,96.18,2024-09-02
5529,47,Male,Food & Beverage,159.2,2024-02-06
5530,38,Prefer Not to say,Home Goods,371.89,2024-02-15
5531,31,Female,Apparel,153.02,2024-04-28
5532,67,Male,Food & Beverage,154.0,2024-03-22
5533,27,Male,Electronics,394.64,2024-09-11
5534,19,Male,Books,189.68,2024-08-27
5535,55,Prefer Not to say,Apparel,346.59,2024-10-27
5536,22,Prefer Not to say,Home Goods,369.51,2024-09-12
5537,34,Male,Electronics,439.87,2024-02-09
5538,21,Female,Food & Beverage,489.67,2024-11-05
5539,24,Female,Food & Beverage,445.46,2024-05-24
5540,20,Male,Apparel,95.48,2024-09-29
5541,28,Female,Books,450.69,2024-03-20
5542,45,Female,Food & Beverage,59.44,2024-02-07
5543,58,Female,Home Goods,412.71,2024-06-11
5544,21,Male,Home Goods,101.11,2024-04-20
5545,44,Male,Apparel,492.55,2024-11-07
5546,22,Prefer Not to say,Food & Beverage,82.57,2024-01-31
5547,45,Prefer Not to say,Food & Beverage,159.42,2024-10-15
5548,49,Prefer Not to say,Books,196.33,2024-04-06
5549,26,Prefer Not to say,Food & Beverage,86.4,2024-07-03
5550,38,Prefer Not to say,Home Goods,50.6,2024-04-09
5551,18,Prefer Not to say,Apparel,277.6,2024-04-20
5552,31,Female,Books,237.69,2024-06-29
5553,66,Female,Food & Beverage,29.2,2024-07-22
5554,24,Female,Electronics,325.64,2024-04-05
5555,18,Male,Electronics,416.44,2024-01-25
5556,29,Female,Home Goods,118.9,2024-11-03
5557,37,Female,Apparel,98.22,2024-12-15
5558,48,Prefer Not to say,Books,497.3,2024-06-29
5559,66,Female,Books,53.01,2024-04-05
5560,40,Female,Food & Beverage,204.88,2024-01-20
5561,34,Female,Books,153.23,2024-04-10
5562,48,Male,Electronics,295.23,2024-06-29
5563,58,Female,Food & Beverage,29.2,2024-12-22
5564,23,Prefer Not to say,Home Goods,214.02,2024-08-07
5565,22,Prefer Not to say,Books,356.58,2024-09-08
5566,25,Male,Books,460.74,2024-06-15
5567,29,Female,Books,416.88,2024-01-11
5568,28,Prefer Not to say,Books,190.08,2024-05-24
5569,67,Prefer Not to say,Electronics,19.82,2024-12-18
5570,60,Male,Electronics,227.89,2024-08-25
5571,59,Prefer Not to say,Apparel,195.85,2024-05-13
5572,60,Female,Home Goods,13.56,2024-11-11
5573,33,Prefer Not to say,Books,136.21,2024-05-28
5574,19,Male,Electronics,113.2,2024-05-02
5575,24,Prefer Not to say,Apparel,300.49,2024-11-22
5576,30,Male,Home Goods,377.73,2024-04-24
5577,32,Male,Apparel,93.96,2024-02-26
5578,26,Female,Home Goods,242.91,2024-04-18
5579,38,Prefer Not to say,Electronics,106.52,2024-11-22
5580,50,Female,Apparel,193.88,2024-03-20
5581,33,Prefer Not to say,Food & Beverage,349.73,2024-04-13
5582,67,Male,Food & Beverage,91.59,2024-06-15
5583,37,Prefer Not to say,Books,386.12,2024-11-04
5584,21,Male,Books,459.23,2024-02-23
5585,21,Female,Home Goods,434.27,2024-09-21
5586,20,Female,Food & Beverage,490.47,2024-05-29
5587,69,Prefer Not to say,Food & Beverage,309.73,2024-10-22
5588,35,Male,Food & Beverage,441.59,2024-12-05
5589,65,Prefer Not to say,Food & Beverage,449.45,2024-09-10
5590,45,Prefer Not to say,Food & Beverage,293.86,2024-11-21
5591,41,Prefer Not to say,Apparel,354.23,2024-11-24
5592,34,Male,Electronics,195.88,2024-09-11
5593,18,Prefer Not to say,Food & Beverage,260.48,2024-06-24
5594,56,Prefer Not to say,Apparel,410.75,2024-01-11
5595,66,Female,Books,496.19,2024-09-23
5596,27,Prefer Not to say,Books,246.8,2024-04-06
5597,52,Male,Home Goods,211.73,2024-06-01
5598,45,Prefer Not to say,Home Goods,83.1,2024-11-15
5599,36,Male,Apparel,259.34,2024-04-11
5600,30,Male,Apparel,98.78,2024-06-18
5601,21,Male,Books,390.18,2024-09-15
5602,66,Female,Books,14.07,2024-07-01
5603,45,Prefer Not to say,Food & Beverage,82.13,2024-03-07
5604,62,Female,Food & Beverage,398.74,2024-06-10
5605,60,Male,Food & Beverage,497.54,2024-12-31
5606,65,Male,Electronics,462.16,2024-03-25
5607,26,Prefer Not to say,Books,337.3,2024-04-01
5608,69,Prefer Not to say,Home Goods,475.5,2024-09-20
5609,37,Prefer Not to say,Home Goods,329.35,2024-08-26
5610,40,Female,Electronics,270.4,2024-11-24
5611,31,Female,Food & Beverage,472.94,2024-07-26
5612,28,Prefer Not to say,Books,410.44,2024-07-22
5613,45,Female,Food & Beverage,89.37,2024-04-27
5614,26,Male,Home Goods,477.66,2024-01-24
5615,45,Male,Food & Beverage,312.31,2024-03-14
5616,22,Prefer Not to say,Apparel,22.1,2024-05-02
5617,36,Male,Books,91.25,2024-11-09
5618,22,Male,Apparel,268.59,2024-12-09
5619,45,Male,Apparel,491.63,2024-04-14
5620,35,Prefer Not to say,Food & Beverage,101.49,2024-04-23
5621,28,Prefer Not to say,Home Goods,174.17,2024-11-03
5622,60,Prefer Not to say,Books,293.35,2024-06-07
5623,34,Prefer Not to say,Electronics,93.33,2024-08-18
5624,67,Male,Food & Beverage,69.18,2024-10-03
5625,37,Prefer Not to say,Apparel,231.27,2024-11-15
5626,27,Male,Books,402.92,2024-04-29
5627,40,Female,Books,466.97,2024-07-23
5628,53,Prefer Not to say,Apparel,190.74,2024-07-27
5629,57,Female,Electronics,290.0,2024-07-09
5630,35,Male,Home Goods,136.46,2024-02-06
5631,63,Female,Books,164.18,2024-04-01
5632,49,Male,Home Goods,359.2,2024-01-19
5633,26,Prefer Not to say,Books,400.16,2024-07-06
5634,37,Male,Apparel,185.7,2024-01-09
5635,37,Female,Apparel,101.1,2024-04-04
5636,43,Female,Food & Beverage,354.59,2024-08-29
5637,38,Male,Electronics,58.42,2024-12-27
5638,18,Male,Books,71.56,2024-09-30
5639,69,Female,Electronics,186.6,2024-08-15
5640,57,Male,Books,109.65,2024-05-01
5641,67,Prefer Not to say,Books,68.5,2024-01-22
5642,55,Female,Food & Beverage,220.59,2024-04-09
5643,31,Male,Food & Beverage,149.75,2024-12-08
5644,22,Male,Books,223.3,2024-07-14
5645,63,Prefer Not to say,Apparel,145.3,2024-05-28
5646,30,Male,Home Goods,210.42,2024-09-20
5647,33,Prefer Not to say,Apparel,186.46,2024-04-01
5648,55,Prefer Not to say,Books,139.87,2024-04-25
5649,58,Male,Electronics,42.1,2024-02-10
5650,40,Male,Apparel,205.72,2024-08-07
5651,49,Prefer Not to say,Apparel,93.18,2024-02-20
5652,34,Prefer Not to say,Books,270.69,2024-06-28
5653,26,Female,Apparel,243.83,2024-03-17
5654,54,Male,Electronics,473.23,2024-07-10
5655,56,Male,Food & Beverage,262.64,2024-06-15
5656,45,Female,Books,36.27,2024-03-03
5657,42,Prefer Not to say,Books,101.25,2024-09-03
5658,51,Female,Food & Beverage,245.13,2024-07-25
5659,59,Female,Food & Beverage,91.68,2024-02-29
5660,52,Female,Books,204.69,2024-02-07
5661,45,Male,Apparel,328.07,2024-02-01
5662,47,Prefer Not to say,Home Goods,298.35,2024-02-01
5663,63,Male,Apparel,179.59,2024-08-07
5664,49,Male,Home Goods,188.32,2024-06-07
5665,35,Prefer Not to say,Electronics,75.28,2024-09-05
5666,33,Male,Food & Beverage,229.0,2024-04-08
5667,27,Prefer Not to say,Electronics,220.43,2024-01-25
5668,33,Prefer Not to say,Electronics,218.67,2024-02-16
5669,66,Female,Home Goods,217.31,2024-11-23
5670,19,Male,Electronics,299.57,2024-08-22
5671,52,Male,Food & Beverage,89.82,2024-02-25
5672,55,Prefer Not to say,Apparel,342.12,2024-12-29
5673,45,Female,Food & Beverage,343.97,2024-05-15
5674,63,Male,Apparel,438.07,2024-12-16
5675,59,Male,Books,256.37,2024-11-07
5676,50,Female,Home Goods,73.48,2024-01-01
5677,44,Male,Books,261.85,2024-03-01
5678,56,Prefer Not to say,Food & Beverage,28.76,2024-06-29
5679,37,Prefer Not to say,Apparel,255.65,2024-03-28
5680,18,Female,Food & Beverage,163.47,2024-11-27
5681,62,Male,Books,469.89,2024-02-29
5682,62,Prefer Not to say,Apparel,232.68,2024-10-22
5683,39,Female,Apparel,146.55,2024-08-21
5684,55,Prefer Not to say,Food & Beverage,432.26,2024-10-10
5685,58,Prefer Not to say,Electronics,267.72,2024-10-17
5686,18,Female,Food & Beverage,293.22,2024-12-17
5687,61,Prefer Not to say,Food & Beverage,274.34,2024-09-02
5688,35,Prefer Not to say,Books,53.43,2024-07-26
5689,30,Female,Books,301.4,2024-05-10
5690,33,Female,Electronics,318.39,2024-08-14
5691,64,Prefer Not to say,Food & Beverage,191.19,2024-09-25
5692,28,Prefer Not to say,Home Goods,186.72,2024-02-06
5693,64,Male,Electronics,316.89,2024-07-09
5694,69,Prefer Not to say,Apparel,266.59,2024-11-26
5695,18,Male,Apparel,376.16,2024-05-24
5696,59,Prefer Not to say,Books,297.09,2024-04-06
5697,64,Prefer Not to say,Books,262.4,2024-05-17
5698,34,Prefer Not to say,Apparel,306.29,2024-10-23
5699,62,Female,Home Goods,194.88,2024-07-14
5700,28,Male,Food & Beverage,415.09,2024-04-21
5701,37,Prefer Not to say,Books,436.81,2024-05-11
5702,56,Male,Apparel,109.45,2024-07-28
5703,39,Female,Electronics,279.73,2024-10-06
5704,54,Prefer Not to say,Electronics,240.62,2024-05-06
5705,45,Male,Electronics,77.31,2024-11-25
5706,49,Female,Electronics,123.84,2024-10-29
5707,24,Male,Food & Beverage,162.64,2024-12-20
5708,23,Female,Books,348.75,2024-07-27
5709,63,Male,Apparel,323.48,2024-09-07
5710,63,Prefer Not to say,Books,438.92,2024-11-18
5711,49,Female,Apparel,83.18,2024-09-01
5712,67,Prefer Not to say,Home Goods,209.9,2024-10-27
5713,62,Prefer Not to say,Electronics,320.76,2024-04-25
5714,21,Female,Electronics,275.23,2024-06-24
5715,60,Prefer Not to say,Books,49.38,2024-07-15
5716,53,Female,Food & Beverage,454.58,2024-01-19
5717,21,Prefer Not to say,Books,249.38,2024-10-09
5718,68,Male,Books,45.25,2024-07-18
5719,41,Male,Home Goods,124.35,2024-09-25
5720,62,Female,Electronics,251.66,2024-02-11
5721,44,Male,Food & Beverage,287.3,2024-05-19
5722,18,Prefer Not to say,Books,133.57,2024-11-02
5723,47,Male,Electronics,101.5,2024-03-14
5724,31,Female,Food & Beverage,265.11,2024-02-27
5725,68,Male,Electronics,450.26,2024-04-16
5726,37,Prefer Not to say,Home Goods,166.6,2024-11-01
5727,35,Male,Electronics,180.68,2024-05-30
5728,59,Male,Food & Beverage,192.5,2024-09-22
5729,33,Female,Books,425.53,2024-11-10
5730,34,Prefer Not to say,Electronics,217.98,2024-05-19
5731,55,Female,Books,301.9,2024-05-12
5732,50,Male,Food & Beverage,134.81,2024-06-11
5733,25,Male,Apparel,340.0,2024-12-23
5734,65,Female,Books,479.91,2024-08-09
5735,57,Prefer Not to say,Books,184.73,2024-06-17
5736,46,Male,Home Goods,276.48,2024-10-26
5737,66,Prefer Not to say,Electronics,28.96,2024-12-19
5738,34,Male,Home Goods,139.58,2024-04-10
5739,26,Prefer Not to say,Food & Beverage,228.14,2024-06-12
5740,64,Prefer Not to say,Home Goods,19.86,2024-12-27
5741,29,Female,Electronics,314.65,2024-07-05
5742,69,Female,Electronics,62.78,2024-07-11
5743,64,Male,Books,80.48,2024-04-17
5744,49,Female,Food & Beverage,227.88,2024-11-14
5745,24,Male,Home Goods,230.57,2024-10-01
5746,21,Female,Apparel,460.46,2024-06-27
5747,63,Male,Books,139.31,2024-07-22
5748,59,Prefer Not to say,Home Goods,268.49,2024-03-08
5749,48,Female,Food & Beverage,283.23,2024-03-21
5750,32,Female,Food & Beverage,367.49,2024-11-03
5751,19,Male,Apparel,27.5,2024-12-10
5752,32,Male,Apparel,399.52,2024-04-21
5753,25,Prefer Not to say,Food & Beverage,347.88,2024-03-27
5754,43,Male,Books,105.52,2024-12-19
5755,40,Prefer Not to say,Apparel,174.7,2024-08-24
5756,48,Male,Apparel,452.06,2024-03-06
5757,40,Female,Books,320.83,2024-04-12
5758,26,Male,Food & Beverage,77.37,2024-05-26
5759,37,Male,Books,389.47,2024-12-12
5760,21,Prefer Not to say,Apparel,58.43,2024-03-15
5761,64,Prefer Not to say,Food & Beverage,338.53,2024-10-31
5762,43,Female,Apparel,391.93,2024-09-30
5763,47,Male,Food & Beverage,97.87,2024-06-27
5764,69,Prefer Not to say,Electronics,129.15,2024-12-26
5765,23,Female,Home Goods,236.49,2024-06-29
5766,24,Prefer Not to say,Apparel,384.38,2024-02-24
5767,56,Prefer Not to say,Food & Beverage,203.93,2024-02-23
5768,50,Prefer Not to say,Electronics,468.99,2024-12-14
5769,34,Prefer Not to say,Apparel,106.17,2024-01-14
5770,46,Prefer Not to say,Food & Beverage,279.86,2024-07-31
5771,29,Female,Books,457.71,2024-11-26
5772,41,Male,Food & Beverage,325.21,2024-09-22
5773,18,Female,Home Goods,219.79,2024-11-02
5774,40,Prefer Not to say,Home Goods,235.05,2024-02-08
5775,68,Female,Apparel,205.64,2024-02-01
5776,40,Prefer Not to say,Food & Beverage,424.1,2024-04-17
5777,47,Prefer Not to say,Apparel,30.15,2024-11-06
5778,68,Male,Food & Beverage,260.07,2024-12-10
5779,24,Male,Home Goods,306.99,2024-06-30
5780,59,Male,Home Goods,362.63,2024-06-13
5781,51,Male,Books,107.41,2024-02-06
5782,31,Male,Home Goods,401.11,2024-12-20
5783,27,Male,Food & Beverage,450.09,2024-03-18
5784,60,Male,Home Goods,138.5,2024-01-21
5785,33,Male,Food & Beverage,275.49,2024-03-14
5786,38,Prefer Not to say,Food & Beverage,205.73,2024-01-17
5787,33,Prefer Not to say,Home Goods,156.94,2024-09-23
5788,21,Prefer Not to say,Books,216.03,2024-09-22
5789,56,Prefer Not to say,Food & Beverage,187.49,2024-10-24
5790,69,Male,Books,444.98,2024-03-10
5791,56,Female,Food & Beverage,114.61,2024-06-11
5792,35,Male,Books,167.06,2024-06-11
5793,42,Prefer Not to say,Food & Beverage,226.26,2024-02-17
5794,47,Male,Home Goods,170.79,2024-03-29
5795,20,Male,Electronics,134.18,2024-05-11
5796,30,Male,Books,100.54,2024-08-17
5797,50,Prefer Not to say,Food & Beverage,227.21,2024-11-12
5798,29,Prefer Not to say,Apparel,283.83,2024-10-16
5799,42,Female,Home Goods,32.97,2024-06-01
5800,42,Male,Electronics,190.09,2024-01-30
5801,46,Prefer Not to say,Books,90.53,2024-11-12
5802,20,Male,Apparel,21.1,2024-04-14
5803,39,Prefer Not to say,Home Goods,206.77,2024-05-14
5804,25,Prefer Not to say,Home Goods,36.31,2024-05-28
5805,48,Female,Electronics,261.68,2024-01-16
5806,68,Male,Food & Beverage,480.25,2024-02-23
5807,22,Male,Apparel,372.38,2024-01-23
5808,20,Male,Home Goods,326.8,2024-07-20
5809,53,Male,Food & Beverage,166.0,2024-05-10
5810,58,Female,Home Goods,498.29,2024-05-26
5811,22,Prefer Not to say,Home Goods,132.62,2024-05-27
5812,36,Male,Home Goods,147.65,2024-12-08
5813,40,Female,Food & Beverage,93.16,2024-09-15
5814,19,Female,Home Goods,139.13,2024-02-18
5815,56,Female,Apparel,24.22,2024-12-08
5816,29,Male,Food & Beverage,102.02,2024-11-22
5817,56,Male,Home Goods,267.32,2024-08-31
5818,26,Prefer Not to say,Food & Beverage,52.66,2024-09-26
5819,53,Male,Electronics,465.57,2024-11-23
5820,42,Male,Apparel,174.04,2024-10-31
5821,66,Female,Electronics,340.74,2024-09-27
5822,36,Male,Food & Beverage,426.29,2024-04-14
5823,67,Prefer Not to say,Electronics,359.85,2024-02-18
5824,52,Male,Home Goods,102.73,2024-10-22
5825,45,Male,Home Goods,274.83,2024-10-05
5826,30,Male,Food & Beverage,442.29,2024-12-04
5827,32,Male,Food & Beverage,376.0,2024-06-11
5828,69,Male,Electronics,297.19,2024-09-26
5829,58,Male,Apparel,277.21,2024-04-17
5830,24,Female,Apparel,334.34,2024-01-18
5831,35,Female,Apparel,131.43,2024-09-10
5832,58,Female,Books,182.52,2024-05-24
5833,55,Male,Home Goods,418.11,2024-04-14
5834,34,Male,Food & Beverage,449.24,2024-07-12
5835,54,Female,Home Goods,380.43,2024-12-01
5836,59,Prefer Not to say,Food & Beverage,291.24,2024-09-27
5837,37,Prefer Not to say,Food & Beverage,74.64,2024-10-03
5838,34,Prefer Not to say,Books,272.48,2024-04-21
5839,45,Male,Apparel,84.53,2024-07-18
5840,69,Prefer Not to say,Food & Beverage,443.46,2024-02-11
5841,62,Male,Apparel,56.21,2024-08-20
5842,30,Male,Food & Beverage,389.9,2024-06-13
5843,20,Male,Food & Beverage,420.52,2024-01-14
5844,41,Male,Apparel,328.77,2024-01-01
5845,48,Male,Food & Beverage,391.87,2024-02-19
5846,41,Male,Food & Beverage,424.71,2024-06-16
5847,37,Prefer Not to say,Electronics,73.74,2024-02-22
5848,30,Male,Home Goods,205.41,2024-02-26
5849,20,Prefer Not to say,Food & Beverage,295.13,2024-03-20
5850,63,Male,Apparel,421.35,2024-01-24
5851,47,Female,Electronics,394.81,2024-08-27
5852,58,Male,Food & Beverage,79.45,2024-06-10
5853,34,Prefer Not to say,Home Goods,307.68,2024-11-09
5854,44,Male,Electronics,120.9,2024-06-15
5855,22,Female,Apparel,495.65,2024-08-26
5856,35,Female,Home Goods,34.62,2024-10-03
5857,30,Prefer Not to say,Electronics,365.17,2024-11-15
5858,24,Prefer Not to say,Food & Beverage,383.57,2024-05-08
5859,67,Prefer Not to say,Books,170.87,2024-01-14
5860,21,Male,Books,497.08,2024-03-17
5861,64,Male,Apparel,269.62,2024-08-09
5862,24,Female,Food & Beverage,66.63,2024-08-03
5863,30,Prefer Not to say,Books,426.38,2024-05-01
5864,53,Male,Apparel,315.59,2024-06-10
5865,31,Male,Books,498.12,2024-10-25
5866,43,Prefer Not to say,Food & Beverage,84.93,2024-12-17
5867,57,Prefer Not to say,Home Goods,473.89,2024-06-15
5868,48,Male,Apparel,163.46,2024-03-02
5869,37,Male,Food & Beverage,231.43,2024-06-03
5870,57,Male,Electronics,59.33,2024-07-28
5871,27,Male,Home Goods,481.49,2024-07-19
5872,32,Prefer Not to say,Food & Beverage,30.26,2024-09-19
5873,44,Female,Electronics,489.65,2024-02-04
5874,45,Female,Food & Beverage,153.77,2024-08-12
5875,29,Female,Food & Beverage,490.95,2024-08-06
5876,65,Female,Apparel,270.32,2024-06-13
5877,25,Female,Food & Beverage,218.53,2024-03-26
5878,41,Prefer Not to say,Food & Beverage,495.61,2024-08-22
5879,64,Male,Books,184.44,2024-08-28
5880,25,Prefer Not to say,Books,455.65,2024-08-25
5881,64,Prefer Not to say,Electronics,19.8,2024-11-21
5882,37,Prefer Not to say,Apparel,45.4,2024-07-05
5883,62,Female,Electronics,160.09,2024-11-26
5884,65,Female,Home Goods,301.96,2024-05-05
5885,24,Female,Home Goods,27.78,2024-04-16
5886,59,Female,Home Goods,494.06,2024-08-03
5887,54,Male,Books,68.01,2024-11-20
5888,23,Male,Apparel,395.67,2024-02-22
5889,51,Female,Electronics,258.84,2024-06-06
5890,53,Male,Home Goods,379.41,2024-04-15
5891,58,Female,Home Goods,446.22,2024-03-07
5892,26,Prefer Not to say,Books,248.64,2024-04-24
5893,51,Female,Electronics,109.62,2024-12-19
5894,67,Female,Food & Beverage,129.49,2024-03-31
5895,62,Female,Food & Beverage,144.13,2024-05-02
5896,22,Male,Electronics,299.24,2024-02-28
5897,18,Male,Food & Beverage,377.26,2024-11-29
5898,24,Female,Home Goods,99.37,2024-03-27
5899,58,Female,Apparel,149.56,2024-01-24
5900,18,Female,Food & Beverage,315.77,2024-01-17
5901,44,Prefer Not to say,Books,489.34,2024-09-08
5902,35,Male,Books,375.59,2024-12-28
5903,25,Male,Electronics,183.7,2024-12-27
5904,49,Male,Electronics,119.41,2024-04-10
5905,38,Prefer Not to say,Electronics,444.87,2024-05-10
5906,54,Female,Apparel,202.33,2024-11-09
5907,52,Male,Apparel,297.82,2024-03-25
5908,64,Prefer Not to say,Electronics,34.38,2024-10-31
5909,53,Prefer Not to say,Home Goods,370.39,2024-10-07
5910,63,Male,Books,483.52,2024-12-16
5911,50,Female,Apparel,98.51,2024-11-07
5912,36,Prefer Not to say,Books,221.25,2024-07-04
5913,19,Female,Apparel,472.56,2024-08-30
5914,63,Male,Food & Beverage,19.9,2024-05-03
5915,28,Female,Apparel,238.25,2024-08-26
5916,60,Female,Food & Beverage,168.66,2024-05-26
5917,27,Male,Apparel,24.33,2024-08-14
5918,53,Male,Apparel,476.11,2024-08-26
5919,20,Male,Food & Beverage,23.43,2024-03-27
5920,21,Female,Books,459.74,2024-04-27
5921,42,Male,Electronics,171.5,2024-01-14
5922,31,Male,Food & Beverage,414.55,2024-05-06
5923,49,Female,Home Goods,465.51,2024-06-15
5924,43,Male,Home Goods,305.2,2024-04-23
5925,53,Male,Apparel,423.12,2024-05-29
5926,57,Male,Apparel,217.12,2024-06-03
5927,60,Prefer Not to say,Electronics,472.54,2024-04-19
5928,63,Male,Electronics,195.58,2024-07-14
5929,44,Female,Food & Beverage,261.37,2024-01-05
5930,26,Prefer Not to say,Food & Beverage,364.57,2024-08-28
5931,66,Female,Books,56.43,2024-09-16
5932,65,Female,Books,384.17,2024-02-26
5933,44,Prefer Not to say,Food & Beverage,221.32,2024-03-04
5934,48,Prefer Not to say,Books,168.52,2024-02-18
5935,64,Prefer Not to say,Home Goods,71.76,2024-01-27
5936,63,Male,Apparel,98.63,2024-05-17
5937,31,Female,Apparel,499.32,2024-03-08
5938,64,Female,Books,294.53,2024-12-04
5939,32,Prefer Not to say,Apparel,307.86,2024-02-22
5940,33,Prefer Not to say,Food & Beverage,480.85,2024-06-01
5941,44,Prefer Not to say,Books,312.01,2024-11-17
5942,53,Prefer Not to say,Apparel,485.13,2024-03-14
5943,26,Prefer Not to say,Home Goods,289.77,2024-08-06
5944,69,Male,Home Goods,269.41,2024-08-26
5945,29,Female,Food & Beverage,311.83,2024-05-04
5946,23,Female,Electronics,253.97,2024-12-07
5947,23,Male,Books,120.73,2024-03-16
5948,55,Prefer Not to say,Food & Beverage,190.56,2024-05-16
5949,37,Prefer Not to say,Food & Beverage,56.83,2024-04-02
5950,31,Prefer Not to say,Apparel,84.94,2024-05-27
5951,60,Male,Home Goods,184.59,2024-04-06
5952,53,Male,Electronics,311.15,2024-05-10
5953,27,Female,Electronics,309.61,2024-12-13
5954,51,Female,Electronics,217.0,2024-10-14
5955,24,Male,Books,121.62,2024-02-13
5956,61,Male,Apparel,275.15,2024-05-04
5957,20,Female,Books,223.34,2024-10-01
5958,62,Male,Food & Beverage,228.3,2024-12-06
5959,41,Male,Apparel,162.04,2024-11-08
5960,22,Male,Food & Beverage,115.77,2024-12-21
5961,50,Female,Books,40.72,2024-12-27
5962,49,Prefer Not to say,Food & Beverage,391.53,2024-02-17
5963,26,Female,Food & Beverage,395.16,2024-08-11
5964,30,Female,Home Goods,329.37,2024-12-24
5965,24,Prefer Not to say,Books,28.15,2024-11-04
5966,65,Male,Books,167.45,2024-04-19
5967,26,Prefer Not to say,Food & Beverage,329.58,2024-02-05
5968,39,Prefer Not to say,Food & Beverage,193.66,2024-03-28
5969,47,Male,Food & Beverage,356.92,2024-10-24
5970,48,Male,Food & Beverage,404.96,2024-05-31
5971,36,Male,Electronics,144.18,2024-11-18
5972,56,Prefer Not to say,Food & Beverage,375.81,2024-12-05
5973,36,Female,Apparel,31.29,2024-12-30
5974,36,Prefer Not to say,Books,408.01,2024-03-23
5975,29,Prefer Not to say,Home Goods,197.64,2024-05-23
5976,29,Prefer Not to say,Books,460.69,2024-03-17
5977,69,Prefer Not to say,Electronics,216.48,2024-08-06
5978,26,Female,Home Goods,153.66,2024-12-02
5979,54,Male,Books,305.76,2024-11-15
5980,69,Prefer Not to say,Books,284.93,2024-02-09
5981,44,Male,Home Goods,180.86,2024-01-22
5982,68,Male,Electronics,407.31,2024-12-20
5983,47,Female,Apparel,88.46,2024-04-28
5984,33,Male,Electronics,376.12,2024-04-26
5985,28,Male,Apparel,231.92,2024-03-20
5986,42,Prefer Not to say,Electronics,44.98,2024-03-15
5987,43,Male,Electronics,171.39,2024-10-17
5988,34,Male,Home Goods,107.58,2024-08-01
5989,64,Female,Books,494.77,2024-02-02
5990,67,Prefer Not to say,Apparel,390.77,2024-10-15
5991,55,Male,Food & Beverage,392.22,2024-02-15
5992,21,Prefer Not to say,Food & Beverage,86.51,2024-03-30
5993,41,Prefer Not to say,Home Goods,48.41,2024-04-07
5994,53,Female,Home Goods,244.47,2024-05-27
5995,37,Male,Apparel,354.48,2024-08-17
5996,42,Male,Home Goods,433.12,2024-04-03
5997,52,Male,Apparel,132.07,2024-11-01
5998,56,Prefer Not to say,Electronics,432.64,2024-05-05
5999,50,Male,Apparel,87.44,2024-08-01
6000,25,Male,Electronics,406.18,2024-10-08
=======
1001,45,Female,Books,258.58,2024-07-02
1002,68,Male,Food & Beverage,178.63,2024-10-03
1003,52,Female,Home Goods,312.0,2024-04-03
1004,34,Male,Apparel,295.9,2024-05-19
1005,49,Prefer Not to say,Apparel,356.14,2024-04-25
1006,20,Prefer Not to say,Apparel,81.99,2024-06-12
1007,38,Prefer Not to say,Apparel,173.1,2024-04-10
1008,51,Male,Books,410.32,2024-01-14
1009,28,Prefer Not to say,Electronics,33.48,2024-08-02
1010,66,Prefer Not to say,Electronics,252.6,2024-11-27
1011,53,Male,Home Goods,414.75,2024-08-17
1012,54,Prefer Not to say,Apparel,364.9,2024-05-24
1013,41,Male,Books,194.18,2024-06-08
1014,49,Prefer Not to say,Apparel,118.77,2024-06-18
1015,46,Prefer Not to say,Electronics,158.33,2024-06-26
1016,65,Prefer Not to say,Food & Beverage,252.91,2024-03-05
1017,45,Female,Food & Beverage,35.69,2024-04-17
1018,65,Male,Electronics,75.36,2024-04-22
1019,43,Female,Home Goods,342.83,2024-02-22
1020,36,Male,Books,249.43,2024-04-07
1021,46,Prefer Not to say,Home Goods,430.12,2024-02-20
1022,18,Prefer Not to say,Food & Beverage,302.11,2024-06-17
1023,58,Male,Home Goods,59.9,2024-06-09
1024,43,Male,Home Goods,234.0,2024-11-15
1025,20,Male,Electronics,418.17,2024-08-08
1026,38,Female,Books,276.99,2024-04-11
1027,35,Male,Home Goods,155.51,2024-10-09
1028,61,Female,Electronics,494.74,2024-06-13
1029,67,Male,Books,269.94,2024-01-01
1030,36,Female,Food & Beverage,462.95,2024-07-25
